time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-02-09T16:46:09.690Z,19.3451667,-155.0215,0.088,2.54,md,40,199,0.07619,0.14,hv,hv61173576,2016-02-09T18:23:38.533Z,"17km SW of Leilani Estates, Hawaii",earthquake,0.72,0.28,0.126,17,reviewed,hv,hv
2016-02-09T16:45:11.300Z,18.656,-66.7195,14,2.9,Md,17,212.4,0.25332491,0.34,pr,pr16040008,2016-02-10T00:47:47.516Z,"20km N of Arecibo, Puerto Rico",earthquake,0.8,1.1,0,16,reviewed,pr,pr
2016-02-09T16:35:26.000Z,61.0212,-149.2729,23.5,1.5,ml,,,,0.19,ak,ak12793055,2016-02-09T17:40:17.143Z,"40km ESE of Anchorage, Alaska",earthquake,0.5,0.3,,,automatic,ak,ak
2016-02-09T16:33:29.550Z,19.4066658,-155.4799957,11.78,1.96,md,14,99,0.04058,0.16,hv,hv61173566,2016-02-09T16:36:38.470Z,"22km N of Pahala, Hawaii",earthquake,0.46,0.97,0.52,3,automatic,hv,hv
2016-02-09T16:25:02.110Z,38.8378334,-122.8303299,2.03,1.12,md,19,53,0.004098,0.02,nc,nc72588430,2016-02-09T18:24:04.659Z,"9km W of Cobb, California",earthquake,0.22,0.42,0.12,5,automatic,nc,nc
2016-02-09T16:21:11.230Z,38.833,-122.7713333,2.21,1.32,md,42,76,0.002758,0.07,nc,nc72588415,2016-02-10T06:11:04.519Z,"4km WNW of Cobb, California",earthquake,0.19,0.31,0.182,12,reviewed,nc,nc
2016-02-09T16:15:33.640Z,34.01,-117.1856667,13.95,1.15,ml,57,32,0.06337,0.17,ci,ci37522088,2016-02-09T18:52:12.728Z,"5km S of Redlands, California",earthquake,0.18,0.35,0.143,32,reviewed,ci,ci
2016-02-09T16:08:39.950Z,51.1487,179.5934,35,4.4,mb,,216,2.152,0.86,us,us20004z19,2016-02-10T01:24:57.115Z,"89km S of Semisopochnoi Island, Alaska",earthquake,10.4,2,0.065,67,reviewed,us,us
2016-02-09T15:38:58.400Z,36.2597,-96.748,5.1,3.4,ml,,68,,0.46,us,us20004z14,2016-02-09T20:19:41.745Z,"10km SSE of Pawnee, Oklahoma",earthquake,1.7,6.2,,,reviewed,tul,tul
2016-02-09T15:15:03.000Z,62.5378,-151.3436,88.7,2.2,ml,,,,0.46,ak,ak12792969,2016-02-09T16:09:42.081Z,"68km WNW of Talkeetna, Alaska",earthquake,0.4,0.9,,,automatic,ak,ak
2016-02-09T15:13:54.110Z,33.0364,76.1446,40.83,4.2,mb,,165,2.484,0.62,us,us20004z10,2016-02-09T17:06:23.111Z,"40km E of Bhadarwah, India",earthquake,9.3,5.6,0.11,23,reviewed,us,us
2016-02-09T14:56:27.000Z,61.9541,-150.9122,70.7,1.9,ml,,,,0.61,ak,ak12792898,2016-02-09T16:09:41.171Z,"51km WNW of Willow, Alaska",earthquake,0.4,0.8,,,automatic,ak,ak
2016-02-09T14:20:46.970Z,-37.1297,-73.9778,15.6,4.4,mwr,,151,1.722,0.82,us,us20004z0t,2016-02-09T21:58:17.308Z,"60km WNW of Arauco, Chile",earthquake,5.9,6.1,0.063,24,reviewed,us,us
2016-02-09T14:18:58.040Z,36.0898333,-120.1856667,9.89,1.45,md,35,118,0.06797,0.08,nc,nc72588360,2016-02-10T05:21:06.404Z,"10km NNW of Avenal, California",earthquake,0.36,0.51,0.185,16,reviewed,nc,nc
2016-02-09T14:10:44.300Z,47.8362,153.9583,73.51,4.8,mb,,132,5.792,0.64,us,us20004z0s,2016-02-09T22:13:14.113Z,"Kuril Islands",earthquake,8.4,7.4,0.039,207,reviewed,us,us
2016-02-09T13:58:52.186Z,36.5707,-117.9505,3.6,1.3,ml,10,118.14,0.167,0.096,nn,nn00530639,2016-02-10T02:36:36.432Z,"10km ESE of Lone Pine, California",earthquake,2.66,3.5,0.28,4,reviewed,nn,nn
2016-02-09T13:50:42.790Z,2.1125,66.8223,10,5,mb,,110,6.377,1.19,us,us20004z0r,2016-02-09T21:53:23.271Z,"Carlsberg Ridge",earthquake,10.5,1.9,0.067,71,reviewed,us,us
2016-02-09T13:37:32.000Z,61.5954,-146.3374,31.6,1.7,ml,,,,0.6,ak,ak12792823,2016-02-09T14:29:33.199Z,"51km N of Valdez, Alaska",earthquake,0.3,0.2,,,automatic,ak,ak
2016-02-09T13:18:21.500Z,36.1165,-96.8101,5.589,2.9,ml,,43,,0.55,us,us20004z0m,2016-02-10T09:00:56.723Z,"9km W of Yale, Oklahoma",earthquake,1.4,4.1,,,reviewed,tul,tul
2016-02-09T13:12:58.230Z,33.5226667,-116.4735,8.5,1.48,ml,64,47,0.03994,0.17,ci,ci37522056,2016-02-09T18:28:43.740Z,"19km E of Anza, California",earthquake,0.15,0.27,0.187,37,reviewed,ci,ci
2016-02-09T13:12:40.550Z,38.8331667,-122.8006667,2.18,1.89,md,51,50,0.009612,0.06,nc,nc72588330,2016-02-10T04:53:04.338Z,"6km W of Cobb, California",earthquake,0.15,0.22,0.169,22,reviewed,nc,nc
2016-02-09T13:07:54.147Z,38.6555,-118.7974,9.1,1.5,ml,16,109.11,0.2,0.1665,nn,nn00530634,2016-02-10T02:36:33.050Z,"20km NW of Hawthorne, Nevada",earthquake,0.97,2.3,0.23,8,reviewed,nn,nn
2016-02-09T13:06:02.000Z,64.373,-149.7595,19.7,1.5,ml,,,,0.44,ak,ak12792817,2016-02-09T14:29:32.083Z,"38km SW of North Nenana, Alaska",earthquake,0.3,0.1,,,automatic,ak,ak
2016-02-09T12:47:43.000Z,61.9817,-141.3871,245.8,2.5,ml,6,212.399983008001,,0.82,ak,ak12792807,2016-02-09T20:50:27.899Z,"169km ENE of Chitina, Alaska",earthquake,3.7,15.7,,,automatic,ak,ak
2016-02-09T12:38:00.420Z,31.8318333,-115.6025,5.71,2.89,ml,18,133,0.638,0.3,ci,ci37522032,2016-02-09T20:40:38.659Z,"60km SW of Alberto Oviedo Mota, B.C., MX",earthquake,0.64,31.61,0.155,69,reviewed,ci,ci
2016-02-09T12:28:44.800Z,-57.874,-26.0044,69.61,5.2,mb,,82,6.881,0.67,us,us20004z0a,2016-02-09T20:31:28.549Z,"132km NNE of Bristol Island, South Sandwich Islands",earthquake,8.6,6.6,0.061,88,reviewed,us,us
2016-02-09T12:20:13.000Z,65.7779,-150.6795,3.5,1.5,ml,,,,0.84,ak,ak12792799,2016-02-09T13:44:18.402Z,"86km N of Manley Hot Springs, Alaska",earthquake,1.4,7.8,,,automatic,ak,ak
2016-02-09T12:12:59.250Z,11.1366,-86.7727,38.94,5,mb,,158,1.173,1.06,us,us20004z02,2016-02-09T19:56:33.222Z,"77km SSW of Masachapa, Nicaragua",earthquake,6.7,9.8,0.062,84,reviewed,us,us
2016-02-09T12:12:07.220Z,51.3038,179.6993,57.1,5.3,mb,,106,2.039,1.13,us,us20004z01,2016-02-09T20:19:51.430Z,"72km S of Semisopochnoi Island, Alaska",earthquake,8.6,6.7,0.027,476,reviewed,us,us
2016-02-09T11:55:43.390Z,34.0088333,-116.5843333,15.63,1.44,ml,43,39,0.06057,0.17,ci,ci37522016,2016-02-09T14:13:39.670Z,"4km S of Morongo Valley, California",earthquake,0.24,0.45,0.196,26,reviewed,ci,ci
2016-02-09T11:17:18.830Z,47.7283333,-119.9015,3.162,1.03,ml,10,81,0.04694,0.07,uw,uw61107812,2016-02-09T17:29:58.680Z,"15km SE of Chelan, Washington",earthquake,0.28,1.29,0.118,7,reviewed,uw,uw
2016-02-09T10:36:48.000Z,59.7936,-153.0869,94.9,1.8,ml,,,,0.42,ak,ak12792661,2016-02-10T01:24:49.700Z,"70km W of Anchor Point, Alaska",earthquake,0.5,0.4,,,reviewed,ak,ak
2016-02-09T10:24:02.000Z,64.7361,-148.1893,24.7,1.3,ml,,,,0.49,ak,ak12792658,2016-02-09T11:05:46.588Z,"14km SW of Ester, Alaska",earthquake,0.3,0.2,,,automatic,ak,ak
2016-02-09T10:15:28.243Z,38.5171,-118.5233,9,1,ml,13,107.45,0.111,0.1288,nn,nn00530624,2016-02-10T02:36:18.595Z,"8km E of Hawthorne, Nevada",earthquake,1.66,2.7,0.16,2,reviewed,nn,nn
2016-02-09T10:14:36.690Z,48.814,-122.1401667,16.526,1.76,ml,10,106,0.1033,0.12,uw,uw61107802,2016-02-09T17:28:23.420Z,"13km S of Peaceful Valley, Washington",earthquake,0.53,1.01,0.178,18,reviewed,uw,uw
2016-02-09T10:06:18.760Z,38.8128333,-122.821,2.86,1.5,md,50,81,0.007517,0.05,nc,nc72588270,2016-02-10T04:10:04.266Z,"6km NW of The Geysers, California",earthquake,0.15,0.24,0.185,21,reviewed,nc,nc
2016-02-09T10:03:37.600Z,19.0744,-64.8833,9,2.8,Md,5,288,0.70068592,0.23,pr,pr16040007,2016-02-09T18:06:11.700Z,"78km NNW of Road Town, British Virgin Islands",earthquake,9.4,13.1,0,4,reviewed,pr,pr
2016-02-09T10:03:07.000Z,60.8259,-152.2007,107.8,2.3,ml,,,,0.45,ak,ak12792652,2016-02-09T11:05:48.273Z,"48km NE of Redoubt Volcano, Alaska",earthquake,0.5,0.6,,,automatic,ak,ak
2016-02-09T09:48:09.000Z,61.4447,-154.1845,0,1.6,ml,,,,0.46,ak,ak12792651,2016-02-09T11:05:47.502Z,"132km NW of Redoubt Volcano, Alaska",earthquake,0.9,0.6,,,automatic,ak,ak
2016-02-09T09:02:04.000Z,62.0839,-145.0776,20.6,1.5,ml,,,,0.42,ak,ak12792599,2016-02-09T10:10:42.212Z,"24km E of Glennallen, Alaska",earthquake,0.5,0.5,,,automatic,ak,ak
2016-02-09T08:59:02.000Z,45.591,-67.338,1,2.4,mb_lg,,,,0.29,us,us20004zed,2016-02-10T23:28:40.430Z,"44km N of Calais, Maine",earthquake,0.8,2,,,reviewed,ott,ott
2016-02-09T08:49:01.000Z,59.857,-152.7296,79.5,2.1,ml,,,,0.67,ak,ak12792593,2016-02-09T09:21:28.925Z,"51km W of Anchor Point, Alaska",earthquake,2,1.5,,,automatic,ak,ak
2016-02-09T08:30:43.470Z,45.5838,-67.3347,1,2.2,ml,,116,0.416,0.18,us,us20004ze2,2016-02-10T23:18:34.256Z,"44km N of Calais, Maine",earthquake,1.9,2,0.115,10,reviewed,us,us
2016-02-09T08:18:58.100Z,-15.5155,-73.3115,74.09,4.6,mb,,125,4.017,0.87,us,us20004yyb,2016-02-09T16:21:36.480Z,"73km SE of Coracora, Peru",earthquake,4.5,9,0.122,20,reviewed,us,us
2016-02-09T08:16:58.000Z,45.589,-67.335,1,2,mb_lg,,,,0.35,us,us20004z7t,2016-02-10T06:56:10.040Z,"44km N of Calais, Maine",earthquake,1.5,7.2,,,reviewed,ott,ott
2016-02-09T08:14:19.450Z,1.1532,123.8734,25.37,4.5,mb,,110,6.691,0.82,us,us20004yyc,2016-02-09T16:16:55.454Z,"34km NNW of Lolak, Indonesia",earthquake,11.9,6.8,0.116,22,reviewed,us,us
2016-02-09T08:04:36.000Z,59.8243,-152.9487,89.1,2.5,ml,,,,0.82,ak,ak12792537,2016-02-09T16:07:05.152Z,"62km W of Anchor Point, Alaska",earthquake,1.1,1,,,automatic,ak,ak
2016-02-09T07:52:42.400Z,18.0988,-64.999,7,2.6,Md,4,259.2,0.25422323,0.25,pr,pr16040006,2016-02-09T15:55:22.141Z,"27km SSW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2,2.6,0,4,reviewed,pr,pr
2016-02-09T07:37:14.470Z,74.2208,-71.8698,14.91,4.5,mb,,46,6.188,0.72,us,us20004yy2,2016-02-09T15:39:44.033Z,"257km NE of Pond Inlet, Canada",earthquake,8.6,4.8,0.07,60,reviewed,us,us
2016-02-09T07:23:35.000Z,45.587,-67.342,1,2.2,mb_lg,,,,0.59,us,us20004z7p,2016-02-10T06:36:41.886Z,"44km N of Calais, Maine",earthquake,1.4,2,,,reviewed,ott,ott
2016-02-09T07:23:13.000Z,63.4192,-148.152,0,1.8,ml,,,,1,ak,ak12792530,2016-02-09T08:38:52.118Z,"40km E of Cantwell, Alaska",earthquake,0.6,0.2,,,automatic,ak,ak
2016-02-09T07:22:47.260Z,28.2966,-43.7723,27.76,4.9,mb,,101,29.879,0.5,us,us20004yxy,2016-02-09T15:25:16.709Z,"Northern Mid-Atlantic Ridge",earthquake,4.7,5,0.043,169,reviewed,us,us
2016-02-09T07:19:31.970Z,28.3445,-43.6609,10,5.3,mb,,103,19.755,1.06,us,us20004yxx,2016-02-09T15:22:15.977Z,"Northern Mid-Atlantic Ridge",earthquake,11.5,1.8,0.032,327,reviewed,us,us
2016-02-09T07:01:55.000Z,59.8604,-152.2402,60.9,2,ml,,,,0.43,ak,ak12792481,2016-02-09T07:52:33.679Z,"24km WNW of Anchor Point, Alaska",earthquake,1.1,2.1,,,automatic,ak,ak
2016-02-09T06:57:08.112Z,36.5617,-117.9522,9.3,1.2,ml,7,139.38,0.16,0.1042,nn,nn00530615,2016-02-10T02:36:16.140Z,"11km ESE of Lone Pine, California",earthquake,7.38,21.9,0,1,reviewed,nn,nn
2016-02-09T06:41:07.310Z,37.2293333,-113.3635,12.33,1.17,ml,8,105,0.228,0.09,uu,uu60139952,2016-02-09T19:35:04.440Z,"7km WSW of Toquerville, Utah",earthquake,0.28,1.83,0.058,2,reviewed,uu,uu
2016-02-09T06:39:23.000Z,62.9504,-150.2691,8.7,2,ml,,,,0.76,ak,ak12792478,2016-02-09T07:52:32.761Z,"70km N of Talkeetna, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-02-09T06:27:08.600Z,18.0226,-65.3744,13,2.5,Md,9,201.6,0.18505295,0.17,pr,pr16040000,2016-02-09T14:29:39.036Z,"13km SE of Esperanza, Puerto Rico",earthquake,0.8,0.4,0,8,reviewed,pr,pr
2016-02-09T06:22:27.000Z,63.8362,-149.1338,2.8,1.5,ml,,,,0.65,ak,ak12792476,2016-02-09T06:59:15.460Z,"8km WSW of Healy, Alaska",earthquake,0.2,0.3,,,automatic,ak,ak
2016-02-09T05:56:07.700Z,19.3378333,-155.1858333,6.689,1.49,md,39,81,0.04424,0.09,hv,hv61173291,2016-02-09T17:49:40.160Z,"11km SSE of Volcano, Hawaii",earthquake,0.29,0.61,0.07,15,reviewed,hv,hv
2016-02-09T05:48:31.200Z,17.7989,-68.4965,147,3.4,Md,9,334.8,1.128284,0.8,pr,pr16040005,2016-02-09T13:51:05.401Z,"65km S of Boca de Yuma, Dominican Republic",earthquake,11.9,5.6,0,8,reviewed,pr,pr
2016-02-09T05:46:08.000Z,60.1199,-153.0574,125.1,2.6,ml,,,,0.52,ak,ak12792471,2016-02-09T13:48:42.575Z,"44km SSW of Redoubt Volcano, Alaska",earthquake,1.7,1,,,automatic,ak,ak
2016-02-09T05:37:40.122Z,37.391,-114.741,0,1,ml,5,156.05,0.247,0.0404,nn,nn00530695,2016-02-10T02:37:37.409Z,"32km SW of Caliente, Nevada",earthquake,6.19,,0.06,3,reviewed,nn,nn
2016-02-09T05:23:07.460Z,19.338,-155.1866667,6.799,1.46,md,33,80,0.04437,0.09,hv,hv61173236,2016-02-09T22:16:21.390Z,"11km SSE of Volcano, Hawaii",earthquake,0.28,0.57,0.059,14,reviewed,hv,hv
2016-02-09T05:22:17.890Z,19.334,-155.1856667,6.062,1.3,md,23,85,0.04778,0.08,hv,hv61173231,2016-02-09T23:04:35.480Z,"12km SSE of Volcano, Hawaii",earthquake,0.29,0.81,0.152,13,reviewed,hv,hv
2016-02-09T05:22:06.000Z,45.598,-67.336,1,1.5,mb_lg,,,,0.63,us,us20004z7n,2016-02-10T06:25:25.040Z,"44km SSW of Nackawic, Canada",earthquake,1.5,8,,,reviewed,ott,ott
2016-02-09T05:19:57.300Z,18.944,-64.4944,30,2.9,Md,5,309.6,0.53629422,0.28,pr,pr16040004,2016-02-09T13:22:32.803Z,"59km NNE of Road Town, British Virgin Islands",earthquake,6,18.4,0,4,reviewed,pr,pr
2016-02-09T05:18:21.700Z,18.7642,-64.3625,59,3.2,Md,5,320.4,0.42130987,0.62,pr,pr16040003,2016-02-09T13:20:49.182Z,"46km NE of Road Town, British Virgin Islands",earthquake,18.3,11.4,0,5,reviewed,pr,pr
2016-02-09T05:17:42.410Z,36.2648,-96.7486,2.66,2.6,mb_lg,,53,0.098,0.54,us,us20004yxp,2016-02-09T13:20:21.908Z,"9km SSE of Pawnee, Oklahoma",earthquake,1.3,7.3,0.208,6,reviewed,us,us
2016-02-09T05:17:11.400Z,18.8209,-64.4841,52,2.9,Md,6,309.6,0.42130987,0.23,pr,pr16040002,2016-02-09T13:19:54.918Z,"46km NNE of Road Town, British Virgin Islands",earthquake,7.8,6.8,0,4,reviewed,pr,pr
2016-02-09T05:15:14.520Z,33.9318333,-116.0346667,2.68,1.53,ml,48,52,0.07499,0.18,ci,ci37521976,2016-02-09T17:44:07.530Z,"23km S of Twentynine Palms, California",earthquake,0.19,0.38,0.113,41,reviewed,ci,ci
2016-02-09T05:08:47.420Z,35.7706667,-117.9235,3.05,1.26,ml,30,36,0.07276,0.14,ci,ci37521968,2016-02-09T17:03:35.663Z,"17km NW of Inyokern, California",earthquake,0.15,0.55,0.208,18,reviewed,ci,ci
2016-02-09T05:07:08.550Z,33.6026667,-117.2675,14.77,1,ml,18,135,0.06021,0.15,ci,ci37521960,2016-02-09T14:14:00.408Z,"1km ENE of Wildomar, California",earthquake,0.36,0.61,0.224,27,reviewed,ci,ci
2016-02-09T05:03:20.080Z,-4.7627,149.7142,601.32,4.9,mb,,57,2.507,0.71,us,us20004yxn,2016-02-09T13:05:54.392Z,"99km NNW of Kimbe, Papua New Guinea",earthquake,9.5,9.8,0.064,77,reviewed,us,us
2016-02-09T04:37:35.930Z,32.9581667,-115.5353333,10.03,1.39,ml,19,79,0.06043,0.23,ci,ci37521952,2016-02-09T16:54:56.042Z,"2km SSW of Brawley, California",earthquake,0.37,0.66,0.181,17,reviewed,ci,ci
2016-02-09T04:29:23.640Z,36.0018333,-120.8788333,10.28,1.08,md,23,59,0.02429,0.09,nc,nc72588225,2016-02-09T20:41:06.720Z,"30km N of Lake Nacimiento, California",earthquake,0.31,0.64,0.194,9,reviewed,nc,nc
2016-02-09T04:09:44.000Z,17.8575,-66.9046,8,1.9,Md,3,334.8,0.17247653,0.23,pr,pr16040001,2016-02-09T08:12:37.332Z,"12km S of Guanica, Puerto Rico",earthquake,2.4,21.1,0,3,reviewed,pr,pr
2016-02-09T03:37:02.000Z,59.7416,-153.0074,87.1,2.6,ml,,,,0.79,ak,ak12792421,2016-02-09T11:39:43.663Z,"66km W of Anchor Point, Alaska",earthquake,1.5,1.3,,,automatic,ak,ak
2016-02-09T03:35:15.000Z,45.599,-67.346,1,2.1,mb_lg,,,,0.76,us,us20004z7f,2016-02-10T05:08:40.197Z,"44km SSW of Nackawic, Canada",earthquake,1.7,2,,,reviewed,ott,ott
2016-02-09T03:22:04.260Z,45.5779,-67.3144,5.31,2,ml,,117,0.416,0.59,us,us20004z7c,2016-02-10T04:56:55.040Z,"43km N of Calais, Maine",earthquake,3.6,8.3,0.105,12,reviewed,us,us
2016-02-09T02:29:13.660Z,47.6108333,-121.7983333,12.352,1.4,ml,13,103,0.1106,0.12,uw,uw61107727,2016-02-09T05:43:44.880Z,"8km NE of Fall City, Washington",earthquake,0.89,1.04,0.19,15,reviewed,uw,uw
2016-02-09T02:29:02.720Z,30.6371,86.123,40.24,4.6,mb,,153,7.15,0.96,us,us20004yx3,2016-02-09T10:31:45.662Z,"102km SE of Maindong, China",earthquake,10.7,10,0.102,29,reviewed,us,us
2016-02-09T01:41:17.830Z,44.4238333,-114.1058333,7,1.82,ml,10,100,0.205,0.11,mb,mb80123939,2016-02-09T15:40:35.590Z,"13km SE of Challis, Idaho",earthquake,0.88,0.64,0.149,5,reviewed,mb,mb
2016-02-09T01:23:20.761Z,41.867,-119.632,11.8,2.5,ml,8,76.31,0.149,0.1867,nn,nn00530565,2016-02-10T02:36:26.756Z,"69km ESE of Lakeview, Oregon",earthquake,3.44,2.3,0.3,5,reviewed,nn,nn
2016-02-09T01:18:27.370Z,38.8115,-122.8163333,2.72,1.37,md,49,80,0.01037,0.05,nc,nc72588190,2016-02-09T23:46:04.059Z,"6km NW of The Geysers, California",earthquake,0.13,0.21,0.161,19,reviewed,nc,nc
2016-02-09T01:00:55.660Z,45.5692,-67.3715,1,2,ml,,113,0.392,0.46,us,us20004z7h,2016-02-10T05:23:23.040Z,"42km N of Calais, Maine",earthquake,1.8,2,0.105,12,reviewed,us,us
2016-02-09T00:52:03.000Z,45.601,-67.338,1,2.4,mb_lg,,,,0.52,us,us20004z74,2016-02-10T04:49:13.031Z,"44km SSW of Nackawic, Canada",earthquake,2.2,7.9,,,reviewed,ott,ott
2016-02-09T00:48:12.000Z,45.588,-67.347,1,1.8,mb_lg,,,,0.54,us,us20004z70,2016-02-10T04:24:27.040Z,"44km N of Calais, Maine",earthquake,1.1,2,,,reviewed,ott,ott
2016-02-09T00:47:00.590Z,23.8546,121.7461,6.85,4.9,mwr,,78,0.346,0.88,us,us20004ywk,2016-02-09T05:51:51.955Z,"19km SE of Hualian, Taiwan",earthquake,3.7,4.4,0.066,22,reviewed,us,us
2016-02-09T00:45:54.280Z,35.0445,-117.6743333,-0.82,1.57,ml,33,58,0.1113,0.18,ci,ci37521920,2016-02-09T16:42:43.297Z,"6km NNW of Boron, California",quarry blast,0.35,31.61,0.109,19,reviewed,ci,ci
2016-02-09T00:44:31.690Z,46.9711667,-112.769,8.99,1.17,ml,11,146,0.182,0.2,mb,mb80123959,2016-02-09T15:56:48.040Z,"6km WNW of Lincoln, Montana",earthquake,1.24,2.68,0.139,2,reviewed,mb,mb
2016-02-09T00:43:02.650Z,45.7085,-122.2988333,0.021,1.09,ml,7,212,0.2394,0.39,uw,uw61107712,2016-02-09T05:39:35.670Z,"11km NE of Fern Prairie, Washington",explosion,4.19,31.61,0.22,11,reviewed,uw,uw
2016-02-09T00:39:00.530Z,-42.1293,173.0751,50.77,5.2,mwr,,58,0.387,1.13,us,us20004ywf,2016-02-11T08:55:11.982Z,"58km WNW of Kaikoura, New Zealand",earthquake,3.5,4.6,0.047,44,reviewed,us,us
2016-02-09T00:35:41.000Z,45.597,-67.336,1,2.4,mb_lg,,,,0.55,us,us20004z6y,2016-02-10T04:15:09.573Z,"44km SSW of Nackawic, Canada",earthquake,2,2,,,reviewed,ott,ott
2016-02-09T00:24:57.000Z,45.605,-67.35,1,3.3,mb_lg,,,,1.26,us,us20004z2l,2016-02-09T18:27:21.082Z,"44km SSW of Nackawic, Canada",earthquake,4.8,2,,,reviewed,ott,ott
2016-02-08T23:58:32.350Z,34.0278333,-116.9998333,13.01,1.36,ml,39,45,0.08436,0.21,ci,ci37521904,2016-02-09T14:14:18.364Z,"4km E of Yucaipa, California",earthquake,0.26,0.75,0.246,27,reviewed,ci,ci
2016-02-08T23:56:03.000Z,45.6,-67.334,1,2,mb_lg,,,,0.43,us,us20004z4a,2016-02-09T22:22:54.040Z,"44km SSW of Nackawic, Canada",earthquake,1.8,2,,,reviewed,ott,ott
2016-02-08T23:45:59.240Z,-32.1201,-71.9334,24.26,3.9,mwr,,190,0.934,0.82,us,us20004yvy,2016-02-09T07:48:42.737Z,"75km WNW of La Ligua, Chile",earthquake,4.7,2.7,0.049,40,reviewed,us,us
2016-02-08T23:34:16.280Z,38.8075,-122.8126667,1.96,1.24,md,40,79,0.01297,0.06,nc,nc72588150,2016-02-09T23:18:05.059Z,"5km NW of The Geysers, California",earthquake,0.18,0.24,0.291,15,reviewed,nc,nc
2016-02-08T23:26:45.800Z,28.3833,-43.8025,10,5.3,mb,,73,16.544,0.94,us,us20004yvv,2016-02-09T07:29:17.379Z,"Northern Mid-Atlantic Ridge",earthquake,10.6,1.9,0.033,312,reviewed,us,us
2016-02-08T23:16:08.858Z,39.5478,-120.6245,9.2,1.3,ml,11,137.87,0.28,0.1941,nn,nn00530542,2016-02-08T23:29:56.693Z,"17km E of Downieville, California",earthquake,2.86,11.6,0.25,5,reviewed,nn,nn
2016-02-08T23:03:26.070Z,28.3431,-43.7581,10,5.4,mb,,45,19.679,0.87,us,us20004yvg,2016-02-09T07:05:54.885Z,"Northern Mid-Atlantic Ridge",earthquake,10.1,1.8,0.025,543,reviewed,us,us
2016-02-08T22:50:24.760Z,28.2482,-43.7413,10,5,mb,,101,20.444,0.69,us,us20004yvn,2016-02-09T06:52:54.174Z,"Northern Mid-Atlantic Ridge",earthquake,7.9,1.8,0.08,49,reviewed,us,us
2016-02-08T22:29:45.000Z,45.599,-67.338,1,2.5,mb_lg,,,,0.56,us,us20004yxa,2016-02-09T22:17:31.300Z,"44km SSW of Nackawic, Canada",earthquake,2,2,,,reviewed,ott,ott
2016-02-08T22:25:48.940Z,38.7911667,-122.7978333,3.71,1.06,md,42,77,0.004979,0.07,nc,nc72588140,2016-02-09T19:53:09.625Z,"3km WNW of The Geysers, California",earthquake,0.25,0.34,0.228,13,reviewed,nc,nc
2016-02-08T22:24:59.000Z,59.8114,-152.9951,86.4,1.9,ml,,,,0.83,ak,ak12792264,2016-02-09T06:27:29.606Z,"65km W of Anchor Point, Alaska",earthquake,1.3,1,,,reviewed,ak,ak
2016-02-08T22:18:40.000Z,59.8501,-152.6658,90.4,2.6,ml,12,237.599980992002,0.6422954,0.75,ak,ak12792262,2016-02-09T06:21:15.774Z,"47km W of Anchor Point, Alaska",earthquake,1.2,1.1,,7,automatic,ak,ak
2016-02-08T22:15:36.000Z,45.595,-67.332,1,2.4,mb_lg,,,,0.48,us,us20004yx8,2016-02-09T22:16:14.006Z,"45km N of Calais, Maine",earthquake,2.4,2,,,reviewed,ott,ott
2016-02-08T22:03:13.640Z,33.3735,-116.4165,11.25,1.86,ml,75,21,0.06231,0.21,ci,ci37521848,2016-02-09T16:13:23.460Z,"14km NNW of Borrego Springs, California",earthquake,0.15,0.5,0.126,66,reviewed,ci,ci
2016-02-08T22:02:10.980Z,34.0248333,-117.23,15.41,1.1,ml,40,65,0.09583,0.14,ci,ci37521832,2016-02-09T15:37:16.977Z,"4km SE of Loma Linda, California",earthquake,0.18,0.34,0.099,14,reviewed,ci,ci
2016-02-08T21:41:20.580Z,36.9533333,-121.44,5.12,1.18,md,30,74,0.0417,0.06,nc,nc72588110,2016-02-09T22:24:03.947Z,"11km NNW of Hollister, California",earthquake,0.26,0.47,0.139,22,reviewed,nc,nc
2016-02-08T21:18:09.510Z,35.4075,-117.4131667,2.7,2.19,ml,32,52,0.1237,0.14,ci,ci37521800,2016-02-09T15:03:51.692Z,"20km E of Johannesburg, California",earthquake,0.16,0.68,0.157,53,reviewed,ci,ci
2016-02-08T21:16:09.720Z,19.712,-97.4219,28.09,4.6,mb,,127,1.699,1.1,us,us20004yuq,2016-02-09T02:12:43.387Z,"13km SSW of Teziutlan, Mexico",earthquake,8.5,6.7,0.044,157,reviewed,us,us
2016-02-08T21:00:29.780Z,36.9563333,-121.4465,5.03,2.6,md,71,47,0.04364,0.1,nc,nc72588105,2016-02-09T20:59:10.584Z,"12km ESE of Gilroy, California",earthquake,0.12,0.32,0.16,95,reviewed,nc,nc
2016-02-08T20:59:35.430Z,-19.306,-172.8159,41.97,5.3,mb,,26,8.8,1.35,us,us20004yui,2016-02-09T05:02:17.228Z,"142km ESE of Neiafu, Tonga",earthquake,11.3,6,0.035,267,reviewed,us,us
2016-02-08T20:52:28.960Z,36.2265,-120.7965,7.08,1.3,md,30,118,0.01125,0.11,nc,nc72588100,2016-02-09T21:05:05.780Z,"29km E of King City, California",earthquake,0.38,0.34,0.163,12,reviewed,nc,nc
