time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-02-10T12:32:23.580Z,-10.2408,160.8166,46.68,4.8,mb,,110,1.17,0.71,us,us20004z9h,2016-02-10T20:34:59.774Z,"123km W of Kirakira, Solomon Islands",earthquake,6.5,7.8,0.091,37,reviewed,us,us
2016-02-10T12:01:10.750Z,58.2331,-139.3418,10,4,mb,,146,1.294,1.23,us,us20004z9d,2016-02-10T20:03:36.527Z,"148km S of Yakutat, Alaska",earthquake,6,2,0.134,15,reviewed,us,us
2016-02-10T11:35:57.900Z,35.558,-83.6113333,2.69,2.11,md,11,96,0.2834,0.14,se,se60023308,2016-02-11T13:41:27.151Z,"19km SSW of Gatlinburg, Tennessee",earthquake,0.42,1.62,0.033,6,reviewed,se,se
2016-02-10T11:28:42.750Z,38.8115,-122.8276667,2.93,1.16,md,43,52,0.002881,0.06,nc,nc72588860,2016-02-11T04:03:06.106Z,"7km WNW of The Geysers, California",earthquake,0.14,0.22,0.134,10,reviewed,nc,nc
2016-02-10T11:28:22.349Z,41.852,-118.6125,7.2,1.9,ml,5,139.3,0.582,0.1368,nn,nn00530891,2016-02-11T02:37:27.204Z,"11km S of Denio Junction, Nevada",earthquake,3.97,7.6,0.03,2,reviewed,nn,nn
2016-02-10T11:10:59.330Z,-36.8163,-73.7192,21.94,4.7,mwr,,97,0.43,0.56,us,us20004z99,2016-02-10T12:06:54.459Z,"54km WSW of Talcahuano, Chile",earthquake,5.1,4.7,0.045,47,reviewed,us,us
2016-02-10T11:06:33.370Z,19.419,-155.6083333,2.802,1.51,md,9,87,0.02433,0.09,hv,hv61174521,2016-02-11T18:16:34.600Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.45,0.56,0.129,5,reviewed,hv,hv
2016-02-10T11:04:28.200Z,17.9556,-68.1784,38,2.9,Md,6,331.2,1.01868953,0.31,pr,pr16041004,2016-02-10T19:07:04.432Z,"65km SE of Boca de Yuma, Dominican Republic",earthquake,3.1,9.9,0,6,reviewed,pr,pr
2016-02-10T11:03:13.120Z,37.0565,-97.8926667,6.88,2.04,ml,17,83,0.1031,0.04,ismpkansas,ismpkansas70171553,2016-02-11T19:21:41.435Z,"16km SE of Anthony, Kansas",earthquake,0.16,0.65,0.12,19,reviewed,ismp,ismp
2016-02-10T10:39:38.430Z,19.4245,-155.611,2.202,1.36,md,31,76,0.02672,0.11,hv,hv61174511,2016-02-11T00:39:51.700Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.22,0.37,0.16,15,reviewed,hv,hv
2016-02-10T10:38:48.930Z,34.331,-118.3475,2.79,1.38,ml,51,28,0.0781,0.22,ci,ci37522464,2016-02-10T16:50:32.220Z,"7km NNE of Lake View Terrace, California",earthquake,0.17,0.4,0.152,30,reviewed,ci,ci
2016-02-10T10:15:58.780Z,17.6413,-105.8583,10,4.3,mb,,230,4.822,0.67,us,us20004z94,2016-02-10T18:19:08.100Z,"213km SW of San Patricio, Mexico",earthquake,11.9,2,0.051,108,reviewed,us,us
2016-02-10T09:47:43.920Z,35.5565,-83.5968333,3.63,2.04,md,10,99,0.2846,0.24,se,se60023303,2016-02-11T13:40:48.621Z,"19km SSW of Gatlinburg, Tennessee",earthquake,0.68,2.41,0.032,5,reviewed,se,se
2016-02-10T09:35:31.438Z,41.8783,-119.5891,9.2,1.1,ml,6,208.54,0.17,0.1963,nn,nn00530829,2016-02-11T02:36:31.831Z,"71km ESE of Lakeview, Oregon",earthquake,4.77,4,0.21,3,reviewed,nn,nn
2016-02-10T08:46:27.800Z,18.013,-65.4263,17,1.7,Md,3,262.8,0.14552708,0.02,pr,pr16041003,2016-02-10T11:56:27.085Z,"10km SSE of Esperanza, Puerto Rico",earthquake,1.2,0.7,0,3,reviewed,pr,pr
2016-02-10T08:39:33.310Z,35.9615,-117.4631667,4.8,1.82,ml,30,46,0.09854,0.14,ci,ci37522456,2016-02-10T16:42:18.840Z,"22km NNW of Searles Valley, California",earthquake,0.16,0.49,0.198,30,reviewed,ci,ci
2016-02-10T08:35:34.850Z,-16.4058,66.8889,10,4.7,mb,,111,16.166,1.3,us,us20004z8y,2016-02-10T16:38:12.176Z,"Mid-Indian Ridge",earthquake,9.6,1.8,0.112,29,reviewed,us,us
2016-02-10T08:28:02.820Z,32.4658333,-115.5833333,4.07,1.54,ml,21,168,0.2026,0.2,ci,ci37522448,2016-02-10T16:08:47.350Z,"13km S of Progreso, B.C., MX",earthquake,0.51,1.2,0.181,18,reviewed,ci,ci
2016-02-10T08:28:01.230Z,19.2106667,-155.27034,16.07,1.85,md,10,302,0.1277,0.15,hv,hv61174481,2016-02-10T08:30:56.780Z,"22km E of Pahala, Hawaii",earthquake,1.54,3.61,0.09,4,automatic,hv,hv
2016-02-10T08:18:54.440Z,32.8201667,-115.4733333,12.16,1.96,ml,30,60,0.02681,0.27,ci,ci37522432,2016-02-10T15:46:55.753Z,"9km ENE of El Centro, California",earthquake,0.41,0.62,0.175,45,reviewed,ci,ci
2016-02-10T08:16:00.410Z,32.816,-115.4773333,8.81,1.24,ml,18,120,0.02784,0.23,ci,ci37522424,2016-02-10T15:21:17.461Z,"8km ENE of El Centro, California",earthquake,0.51,0.7,0.145,9,reviewed,ci,ci
2016-02-10T08:12:14.420Z,36.8566667,-121.5831667,5.45,1.12,md,29,70,0.00727,0.07,nc,nc72588810,2016-02-11T05:25:04.308Z,"4km WNW of San Juan Bautista, California",earthquake,0.2,0.29,0.224,25,reviewed,nc,nc
2016-02-10T07:29:40.320Z,36.9573333,-121.4495,4.22,1.04,md,25,79,0.045,0.08,nc,nc72588795,2016-02-11T02:27:05.882Z,"11km ESE of Gilroy, California",earthquake,0.22,0.42,0.185,21,reviewed,nc,nc
2016-02-10T07:28:36.650Z,38.7943333,-122.8086667,3.51,1.22,md,46,87,0.007424,0.05,nc,nc72588790,2016-02-11T03:19:04.999Z,"4km WNW of The Geysers, California",earthquake,0.17,0.22,0.111,15,reviewed,nc,nc
2016-02-10T07:04:48.930Z,36.8558333,-121.5826667,5.58,1,md,24,67,0.007806,0.07,nc,nc72588780,2016-02-11T02:16:04.860Z,"4km WNW of San Juan Bautista, California",earthquake,0.22,0.36,0.226,21,reviewed,nc,nc
2016-02-10T06:45:07.000Z,18.8728,-66.9718,89,2.8,Md,3,352.8,0.70068592,0.2,pr,pr16041002,2016-02-10T14:47:47.236Z,"41km N of Isabela, Puerto Rico",earthquake,15.4,5.7,0,3,reviewed,pr,pr
2016-02-10T06:44:06.530Z,45.0345,-111.8586667,5.55,1.72,ml,26,72,0.237,0.18,mb,mb80124039,2016-02-10T15:18:04.780Z,"29km SSE of Virginia City, Montana",earthquake,0.33,1.19,0.075,6,reviewed,mb,mb
2016-02-10T05:57:42.900Z,18.489,-66.8855,80,2.2,Md,3,252,0.36381769,0.31,pr,pr16041001,2016-02-10T07:05:15.559Z,"4km W of Camuy, Puerto Rico",earthquake,6,3.9,0,3,reviewed,pr,pr
2016-02-10T05:42:46.160Z,38.7798347,-122.7201691,1.58,1.15,md,6,115,0.006947,0.01,nc,nc72588760,2016-02-10T08:19:03.821Z,"3km E of The Geysers, California",earthquake,0.44,0.65,0.3,3,automatic,nc,nc
2016-02-10T05:07:02.000Z,60.3755,-150.2714,34.9,3.6,ml,100,75.5999939520005,0.1374422,0.57,ak,ak12794196,2016-02-10T08:32:33.223Z,"32km ESE of Sterling, Alaska",earthquake,0.3,0.3,,2,automatic,ak,ak
2016-02-10T05:06:11.110Z,19.4686661,-155.4531708,1.85,1.7,md,43,46,0.06092,0.34,hv,hv61174306,2016-02-10T05:09:39.390Z,"23km W of Volcano, Hawaii",earthquake,0.38,0.56,0.14,18,automatic,hv,hv
2016-02-10T05:02:52.000Z,63.6008,-150.7816,12.1,1.1,ml,9,93.5999925120006,0.07905175,0.8,ak,ak12794195,2016-02-10T08:29:39.171Z,"94km WSW of Healy, Alaska",earthquake,0.4,0.3,,5,automatic,ak,ak
2016-02-10T04:31:05.690Z,33.4805,-116.4471667,13.29,1.37,ml,68,46,0.04639,0.17,ci,ci37522392,2016-02-10T15:09:24.920Z,"23km ESE of Anza, California",earthquake,0.14,0.28,0.144,54,reviewed,ci,ci
2016-02-10T04:15:15.200Z,32.9505,-115.8025,5.44,1.23,ml,30,47,0.005837,0.23,ci,ci37522384,2016-02-10T14:43:58.938Z,"20km WSW of Westmorland, California",earthquake,0.28,0.4,0.191,23,reviewed,ci,ci
2016-02-10T04:10:55.410Z,36.8386667,-121.5646667,5,1.32,md,32,37,0.01539,0.08,nc,nc72588740,2016-02-11T05:00:05.253Z,"2km WSW of San Juan Bautista, California",earthquake,0.16,0.25,0.276,28,reviewed,nc,nc
2016-02-10T04:09:59.010Z,44.619,-111.1476667,9.48,2.43,ml,20,103,0.036,0.22,uu,uu60140017,2016-02-10T22:38:04.130Z,"5km SW of West Yellowstone, Montana",earthquake,0.49,0.92,0.674,3,reviewed,uu,uu
2016-02-10T03:53:14.000Z,62.2208,-150.1163,19.8,1.6,ml,9,75.5999939520005,0.196731,0.4,ak,ak12794091,2016-02-10T08:28:52.143Z,"11km S of Talkeetna, Alaska",earthquake,0.4,0.2,,2,automatic,ak,ak
2016-02-10T03:49:22.000Z,64.1672,-150.4265,15.6,1.4,ml,20,97.1999922240006,0.2533249,0.47,ak,ak12794072,2016-02-10T08:28:51.426Z,"78km SW of North Nenana, Alaska",earthquake,0.3,0.2,,4,automatic,ak,ak
2016-02-10T03:48:16.850Z,37.047,-97.9168333,5.62,1.92,ml,14,102,0.09731,0.04,ismpkansas,ismpkansas70171518,2016-02-11T19:24:13.070Z,"15km SE of Anthony, Kansas",earthquake,0.2,0.58,0.148,16,reviewed,ismp,ismp
2016-02-10T03:30:19.000Z,64.116,-148.9292,82.1,1.6,ml,8,165.599986752001,0.4707172,0.78,ak,ak12793948,2016-02-10T08:28:50.807Z,"28km N of Healy, Alaska",earthquake,1.4,2,,4,automatic,ak,ak
2016-02-10T03:15:06.370Z,-36.8549,-73.8246,27.46,4.3,mb,,200,1.963,0.69,us,us20004z6w,2016-02-10T04:23:34.604Z,"62km NW of Arauco, Chile",earthquake,7.5,9.2,0.307,3,reviewed,us,us
2016-02-10T03:11:48.890Z,37.6583333,-119.4501667,3.84,1.45,md,17,273,0.2952,0.08,nc,nc72588730,2016-02-11T02:36:29.737Z,"13km SE of Yosemite Valley, California",earthquake,0.9,9.52,0.155,12,reviewed,nc,nc
2016-02-10T02:40:05.000Z,65.6078,-145.4129,7.3,1.5,ml,8,233.999981280002,0.1015096,0.78,ak,ak12793926,2016-02-10T08:28:50.198Z,"36km WNW of Circle Hot Springs Station, Alaska",earthquake,1.4,0.3,,5,automatic,ak,ak
2016-02-10T02:23:36.730Z,35.9286667,-117.6395,4,2.07,ml,29,52,0.02113,0.13,ci,ci37522360,2016-02-10T14:21:45.460Z,"24km E of Little Lake, California",earthquake,0.14,0.27,0.148,38,reviewed,ci,ci
2016-02-10T02:10:50.000Z,63.1541,-149.7217,91.3,3.1,ml,79,35.9999971200002,0.3898688,0.55,ak,ak12793796,2016-02-10T10:13:28.066Z,"46km SW of Cantwell, Alaska",earthquake,0.3,0.6,,5,automatic,ak,ak
2016-02-10T02:09:38.800Z,19.3865,-155.2788333,2.807,2.6,ml,39,44,0.00272,0.08,hv,hv61174096,2016-02-10T10:12:22.775Z,"6km SW of Volcano, Hawaii",earthquake,0.16,0.22,0.156,16,reviewed,hv,hv
2016-02-10T02:00:33.690Z,19.3681667,-155.2113333,3.076,2.37,ml,39,99,0.006832,0.08,hv,hv61174081,2016-02-10T04:17:26.620Z,"7km SSE of Volcano, Hawaii",earthquake,0.22,0.16,0.112,15,reviewed,hv,hv
2016-02-10T01:51:45.000Z,62.9853,-149.7667,73,1.9,ml,11,75.5999939520005,0.5201245,1.03,ak,ak12793788,2016-02-10T08:29:50.526Z,"61km SW of Cantwell, Alaska",earthquake,0.6,0.9,,6,automatic,ak,ak
2016-02-10T01:35:31.800Z,18.9134,-67.1656,22,2.3,Md,4,352.8,0.4464627,0.3,pr,pr16041000,2016-02-10T04:23:57.288Z,"47km N of San Antonio, Puerto Rico",earthquake,14.2,12.4,0,2,reviewed,pr,pr
2016-02-10T01:15:23.410Z,37.4833333,-113.8771667,1.84,1.59,md,8,131,0.027,0.11,uu,uu60140012,2016-02-11T02:36:21.813Z,"19km WSW of Enterprise, Utah",earthquake,0.44,0.72,0.204,5,reviewed,uu,uu
2016-02-10T01:14:07.020Z,-30.6791,-71.6104,34.25,4.3,mb,,92,0.021,0.95,us,us20004z6p,2016-02-10T09:16:34.476Z,"40km WSW of Ovalle, Chile",earthquake,5.3,5.9,0.201,7,reviewed,us,us
2016-02-10T01:12:17.700Z,36.604,3.0941,14.73,4.6,mb,,77,3.417,0.93,us,us20004z5z,2016-02-10T07:58:12.365Z,"0km ESE of Sidi Moussa, Algeria",earthquake,7.9,4.3,0.077,51,reviewed,us,us
2016-02-10T01:04:37.060Z,-30.6463,-71.5884,30.56,4.7,mb,,94,0.048,0.82,us,us20004z5t,2016-02-10T09:07:20.878Z,"37km W of Ovalle, Chile",earthquake,5.3,5.8,0.159,12,reviewed,us,us
2016-02-10T00:59:56.700Z,-30.6126,-71.6057,28.91,4.7,mb,,124,0.066,0.81,us,us20004z5s,2016-02-10T09:02:41.191Z,"38km W of Ovalle, Chile",earthquake,5.6,5.1,0.101,30,reviewed,us,us
2016-02-10T00:52:58.190Z,-30.6932,-71.5938,30.86,4.9,mb,,115,0.04,0.78,us,us20004z5p,2016-02-10T08:55:27.200Z,"39km WSW of Ovalle, Chile",earthquake,4.9,3.1,0.132,18,reviewed,us,us
2016-02-10T00:47:09.700Z,-30.6056,-71.6441,31.69,5.1,mb,,161,0.068,0.95,us,us20004z5r,2016-02-10T01:58:55.121Z,"42km W of Ovalle, Chile",earthquake,6.2,4.8,0.171,11,reviewed,us,us
2016-02-10T00:38:57.000Z,65.8134,-150.6314,13.2,1.5,ml,8,165.599986752001,0.3683093,0.43,ak,ak12793643,2016-02-10T08:29:49.178Z,"90km N of Manley Hot Springs, Alaska",earthquake,0.4,0.4,,4,automatic,ak,ak
2016-02-10T00:33:59.440Z,-19.6946,-172.9342,10,5,mb,,100,2.904,1.12,us,us20004z5g,2016-02-10T08:36:53.332Z,"148km E of Pangai, Tonga",earthquake,10.8,1.9,0.102,31,reviewed,us,us
2016-02-10T00:33:05.690Z,-30.634,-71.6198,31.53,6.3,mwb,,101,0.041,0.91,us,us20004z5b,2016-02-11T14:15:42.956Z,"40km W of Ovalle, Chile",earthquake,4.7,4.4,0.053,34,reviewed,us,us
2016-02-10T00:27:54.830Z,46.1576667,-120.4113333,15.383,1.44,ml,10,72,0.1626,0.14,uw,uw61107962,2016-02-10T18:26:37.760Z,"25km SSW of Toppenish, Washington",earthquake,0.43,0.83,0.393,7,reviewed,uw,uw
2016-02-10T00:21:17.190Z,34.9931667,-118.204,2.55,1,ml,17,53,0.113,0.12,ci,ci37522320,2016-02-10T02:06:46.070Z,"7km SSW of Mojave, California",earthquake,0.28,0.67,0.084,6,reviewed,ci,ci
2016-02-10T00:19:13.260Z,38.8138351,-122.8271637,2.49,1.12,md,23,74,0.005204,0.02,nc,nc72588685,2016-02-10T08:21:51.064Z,"7km WNW of The Geysers, California",earthquake,0.23,0.45,0.08,6,automatic,nc,nc
2016-02-10T00:13:06.000Z,64.9973,-147.3295,0,1.4,ml,12,75.5999939520005,,0.38,ak,ak12793632,2016-02-10T01:24:56.363Z,"24km NNE of Badger, Alaska",earthquake,0.3,34.8,,,automatic,ak,ak
2016-02-10T00:07:43.320Z,43.0611667,-111.3823333,5,2,ml,16,140,0.361,0.54,mb,mb80124019,2016-02-10T15:01:31.770Z,"48km NNE of Soda Springs, Idaho",earthquake,1.9,31.61,0.251,8,reviewed,mb,mb
2016-02-09T23:53:02.590Z,46.1906667,-123.0398333,0.024,1.49,ml,9,137,0.08395,0.19,uw,uw61107947,2016-02-10T19:26:15.820Z,"4km NW of West Longview, Washington",explosion,0.69,31.61,0.238,13,reviewed,uw,uw
2016-02-09T23:51:49.420Z,40.559,-122.2828333,28.07,1.9,md,18,71,0.1121,0.05,nc,nc72588655,2016-02-10T04:25:07.296Z,"3km W of Palo Cedro, California",earthquake,0.58,0.35,0.148,18,reviewed,nc,nc
2016-02-09T23:50:42.730Z,37.2251667,-97.5833333,5.48,2.34,ml,19,73,0.0236,0.03,ismpkansas,ismpkansas70171493,2016-02-11T19:28:48.036Z,"19km WSW of Wellington, Kansas",earthquake,0.17,0.45,0.177,19,reviewed,ismp,ismp
2016-02-09T23:24:28.790Z,32.6056667,-116.9945,-0.21,1.53,ml,21,205,0.05432,0.26,ci,ci37522296,2016-02-09T23:38:13.778Z,"6km ESE of Chula Vista, California",quarry blast,1.44,31.61,0.092,23,reviewed,ci,ci
2016-02-09T22:37:27.530Z,-22.6558,-66.7913,199.8,4.6,mb,,32,1.959,1.03,us,us20004z4g,2016-02-10T06:40:11.650Z,"112km W of Abra Pampa, Argentina",earthquake,4.5,7.2,0.045,148,reviewed,us,us
2016-02-09T22:35:57.620Z,-16.0085,-172.7268,10,4.7,mb,,115,2.279,1.39,us,us20004z4j,2016-02-10T06:38:25.836Z,"109km E of Hihifo, Tonga",earthquake,5.4,1.9,0.118,22,reviewed,us,us
2016-02-09T22:18:56.958Z,41.8724,-119.6217,8.7,1.5,ml,5,221.51,0.152,0.0418,nn,nn00530746,2016-02-10T00:30:00.672Z,"69km ESE of Lakeview, Oregon",earthquake,6.88,7,0.55,4,reviewed,nn,nn
2016-02-09T22:12:10.630Z,42.4176667,-122.7858333,0.019,1.31,ml,5,152,0.2276,0.2,uw,uw61107922,2016-02-10T18:16:44.230Z,"6km SSE of Eagle Point, Oregon",explosion,0.84,31.61,0.1,5,reviewed,uw,uw
2016-02-09T22:06:24.000Z,59.076,-153.211,6.4,1.9,ml,7,172.799986176001,,0.75,ak,ak12793438,2016-02-09T23:20:44.521Z,"110km SW of Anchor Point, Alaska",earthquake,0.6,0.4,,,automatic,ak,ak
2016-02-09T22:05:49.708Z,39.3568,-118.0895,8.7,1.5,ml,8,226.45,0.052,0.1757,nn,nn00530744,2016-02-10T00:20:36.074Z,"56km NNW of Gabbs, Nevada",earthquake,3.6,1.2,0.51,4,reviewed,nn,nn
2016-02-09T22:03:16.100Z,33.8153333,-117.4855,-0.57,1.36,ml,40,55,0.03378,0.22,ci,ci37522272,2016-02-09T23:27:08.166Z,"8km SSE of Home Gardens, California",quarry blast,0.38,31.61,0.213,46,reviewed,ci,ci
2016-02-09T21:59:55.610Z,46.3901667,-119.9163333,0.017,1.56,ml,9,112,0.1086,0.06,uw,uw61107912,2016-02-10T19:23:38.580Z,"10km NE of Sunnyside, Washington",explosion,0.37,31.61,0.168,14,reviewed,uw,uw
2016-02-09T21:59:42.722Z,41.8514,-119.6372,12.5,2.7,ml,7,75.53,0.156,0.1862,nn,nn00530706,2016-02-10T06:02:24.705Z,"69km ESE of Lakeview, Oregon",earthquake,5.68,4,0.49,5,reviewed,nn,nn
2016-02-09T21:35:03.270Z,-5.8835,146.769,70.71,4.4,mb,,59,3.519,0.75,us,us20004z3w,2016-02-10T03:46:27.349Z,"95km NNW of Lae, Papua New Guinea",earthquake,8.3,8.4,0.082,43,reviewed,us,us
2016-02-09T21:27:35.540Z,38.8121681,-122.8205032,2.62,1.01,md,15,90,0.007536,0.02,nc,nc72588610,2016-02-09T22:28:04.953Z,"6km NW of The Geysers, California",earthquake,0.29,0.47,0.02,5,automatic,nc,nc
2016-02-09T21:26:50.260Z,15.9326,-92.2488,212.28,4.9,mb,,130,0.363,1.04,us,us20004z3q,2016-02-10T05:29:30.356Z,"18km N of Chicomuselo, Mexico",earthquake,9,5.7,0.031,317,reviewed,us,us
2016-02-09T21:24:11.000Z,64.6784,-146.7962,10.7,1.4,ml,21,,,0.73,ak,ak12793338,2016-02-09T23:20:38.054Z,"12km E of Eielson Air Force Base, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-02-09T21:24:05.689Z,41.9666,-120.1676,10.2,1.6,ml,6,95.97,0.12,0.1324,nn,nn00530702,2016-02-09T22:32:13.965Z,"28km SSE of Lakeview, Oregon",earthquake,2.42,2.5,0.48,3,reviewed,nn,nn
2016-02-09T21:17:13.000Z,59.781,-152.9911,111.1,4.1,ml,,,,0.64,ak,ak12793320,2016-02-10T00:26:26.040Z,"65km W of Anchor Point, Alaska",earthquake,0.3,0.4,,,reviewed,ak,ak
2016-02-09T21:15:21.000Z,63.1136,-151.832,13.3,2.5,ml,,,,0.82,ak,ak12793316,2016-02-10T05:18:04.791Z,"124km NW of Talkeetna, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-02-09T21:11:23.450Z,-11.0366,163.5994,35,4.4,mb,,123,5.614,0.75,us,us20004z3l,2016-02-10T05:14:04.744Z,"194km ESE of Kirakira, Solomon Islands",earthquake,12.2,2,0.131,17,reviewed,us,us
2016-02-09T21:07:33.000Z,60.1204,-141.9156,0,1.6,ml,5,215.999982720001,,1.34,ak,ak12793315,2016-02-09T22:30:03.130Z,"29km ENE of Cape Yakataga, Alaska",earthquake,1.2,56.3,,,automatic,ak,ak
2016-02-09T21:03:44.830Z,37.5708333,-118.8435,4.93,1.99,md,39,45,0.02231,0.05,nc,nc72588600,2016-02-10T03:30:06.144Z,"14km SE of Mammoth Lakes, California",earthquake,0.18,0.37,0.251,37,reviewed,nc,nc
2016-02-09T20:57:06.620Z,34.3183333,-116.8445,6.78,1.07,ml,34,60,0.0328,0.14,ci,ci37522192,2016-02-09T21:27:46.081Z,"6km N of Big Bear City, California",earthquake,0.17,0.42,0.1,14,reviewed,ci,ci
2016-02-09T20:46:50.440Z,38.813,-122.8141667,3.05,1.24,md,48,75,0.01086,0.05,nc,nc72588590,2016-02-10T23:04:03.818Z,"6km NW of The Geysers, California",earthquake,0.14,0.19,0.233,17,reviewed,nc,nc
2016-02-09T20:46:32.740Z,38.8143349,-122.8151703,2.44,1.17,md,20,85,0.009884,0.02,nc,nc72588595,2016-02-09T22:05:05.894Z,"6km NW of The Geysers, California",earthquake,0.28,0.43,0.1,6,automatic,nc,nc
2016-02-09T20:39:49.600Z,38.8378334,-122.8264999,1.18,1.02,md,13,93,0.007059,0.03,nc,nc72588585,2016-02-09T21:41:05.843Z,"9km W of Cobb, California",earthquake,0.31,0.45,0.1,5,automatic,nc,nc
2016-02-09T20:24:31.810Z,46.4825,-122.4116667,19.425,1.56,ml,26,46,0.1306,0.14,uw,uw61107897,2016-02-09T21:58:37.640Z,"13km SW of Morton, Washington",earthquake,0.31,0.81,0.235,24,reviewed,uw,uw
2016-02-09T20:17:21.910Z,33.8735,-116.873,14.54,1.81,ml,77,21,0.07447,0.16,ci,ci37522184,2016-02-09T21:51:39.658Z,"6km S of Banning, California",earthquake,0.12,0.27,0.19,64,reviewed,ci,ci
2016-02-09T20:10:27.000Z,66.4381,-147.2266,0,1.9,ml,,,,1.13,ak,ak12793228,2016-02-09T21:04:22.122Z,"88km W of Fort Yukon, Alaska",earthquake,0.6,0.4,,,automatic,ak,ak
2016-02-09T20:00:13.000Z,59.7531,-152.9967,91.4,2.1,ml,,,,0.64,ak,ak12793226,2016-02-09T21:04:23.945Z,"65km W of Anchor Point, Alaska",earthquake,0.7,0.7,,,automatic,ak,ak
2016-02-09T19:57:32.000Z,60.976,-146.6618,25.9,1.7,ml,,,,0.55,ak,ak12793222,2016-02-09T21:04:23.182Z,"24km SW of Valdez, Alaska",earthquake,0.4,0.2,,,automatic,ak,ak
2016-02-09T19:28:24.000Z,59.8153,-152.6012,117.7,1.9,ml,,,,0.46,ak,ak12793219,2016-02-09T20:09:58.259Z,"43km W of Anchor Point, Alaska",earthquake,1.8,2.9,,,automatic,ak,ak
2016-02-09T19:05:57.190Z,37.3316667,-121.4428333,1.54,1.37,md,13,157,0.07509,0.03,nc,nc72588530,2016-02-10T06:15:05.525Z,"29km NE of Morgan Hill, California",earthquake,0.24,1.2,0.085,14,reviewed,nc,nc
2016-02-09T19:04:55.770Z,47.286,-122.2875,24.743,2.54,ml,38,43,0.06173,0.31,uw,uw61107887,2016-02-10T19:16:01.040Z,"0km NNW of Lakeland South, Washington",earthquake,0.46,0.68,0.125,95,reviewed,uw,uw
2016-02-09T19:00:51.150Z,46.3258333,-111.6133333,-2,1.35,ml,6,142,0.332,0.06,mb,mb80123984,2016-02-10T21:24:00.850Z,"7km W of Townsend, Montana",quarry blast,0.48,31.61,0.281,2,reviewed,mb,mb
2016-02-09T19:00:38.460Z,12.0753,-86.1836,13.44,3.8,ml,,145,0.184,0.73,us,us20004z4i,2016-02-10T18:50:56.308Z,"6km NNE of Ticuantepe, Nicaragua",earthquake,2.9,6.4,0.06,36,reviewed,us,us
2016-02-09T18:50:43.680Z,38.1145,-122.2483333,8.33,1.87,md,44,107,0.02239,0.14,nc,nc72588525,2016-02-10T03:41:06.176Z,"1km NNE of Vallejo, California",earthquake,0.22,0.22,0.203,32,reviewed,nc,nc
2016-02-09T18:46:11.590Z,44.4271667,-114.1133333,7.85,2.2,ml,12,65,0.2,0.16,mb,mb80123979,2016-02-10T21:19:48.900Z,"12km SE of Challis, Idaho",earthquake,0.48,0.85,0.092,8,reviewed,mb,mb
2016-02-09T18:43:37.940Z,36.2626,-96.7603,8.18,2.6,mb_lg,,53,0.1,0.39,us,us20004z2w,2016-02-10T18:20:30.168Z,"9km SSE of Pawnee, Oklahoma",earthquake,1.4,6,0.361,2,reviewed,us,us
2016-02-09T18:10:38.010Z,37.4935,-113.93,5,2.13,md,14,98,0.343,0.21,uu,uu60139962,2016-02-09T20:20:45.100Z,"20km WSW of Enterprise, Utah",earthquake,0.54,1.21,0.195,12,reviewed,uu,uu
2016-02-09T17:51:57.000Z,60.1256,-152.904,101,2.1,ml,,,,1.16,ak,ak12793130,2016-02-09T18:29:11.974Z,"41km SSW of Redoubt Volcano, Alaska",earthquake,0.9,1,,,automatic,ak,ak
2016-02-09T17:39:30.190Z,38.4632,-118.3806,2.5,1,ml,13,89.81,0.044,0.0702,nn,nn00530660,2016-02-09T18:50:24.332Z,"22km ESE of Hawthorne, Nevada",earthquake,1.82,2.5,0.12,2,reviewed,nn,nn
2016-02-09T17:36:57.410Z,36.0248333,-117.7765,1.76,1.01,ml,20,71,0.009119,0.11,ci,ci37522112,2016-02-09T19:11:49.530Z,"15km NE of Little Lake, California",earthquake,0.18,0.16,0.164,16,reviewed,ci,ci
2016-02-09T17:16:03.520Z,46.1138333,-122.1638333,7.039,1.21,ml,19,205,0.02246,0.14,uw,uw61107857,2016-02-09T18:26:57.750Z,"31km NE of Amboy, Washington",earthquake,0.5,0.35,0.249,18,reviewed,uw,uw
2016-02-09T17:04:56.350Z,35.9925,-96.7441,7.91,2.3,ml,,43,0.03,0.39,us,us20004z1g,2016-02-10T17:05:05.539Z,"2km ENE of Cushing, Oklahoma",earthquake,1.6,3.1,0.064,32,reviewed,us,us
2016-02-09T17:03:59.830Z,38.8108333,-122.825,2.33,2.61,md,66,32,0.003809,0.06,nc,nc72588465,2016-02-10T07:00:05.633Z,"7km WNW of The Geysers, California",earthquake,0.13,0.2,0.259,40,reviewed,nc,nc
2016-02-09T16:55:34.240Z,37.5738333,-118.8553333,5.33,1.08,md,27,104,0.02637,0.05,nc,nc72588460,2016-02-10T01:37:41.410Z,"13km SE of Mammoth Lakes, California",earthquake,0.21,0.34,0.162,21,reviewed,nc,nc
